"Shape","Size_or_Ratio","Day","Area","BPM_gcamp","Maximum","FWHM","T0","T50","T75","BeatRatePeak_bpm","Time_Int_sec","Max_Contract_pixsec","Max_Relax","Group","ShapeGroup"
"Star",1,18,0.516162646133459,-1.36528170066808,-0.779660082883929,-0.0759080128177762,0.572740880479323,-0.0361928496617917,0.153897196584032,-1.1954363667666,-0.376949830064111,-0.257796297774698,-0.0508952990581811,"Star 1to1 Day 18","Star 1to1"
"Star",1,18,1.20654084679471,-0.911892690539681,0.406632070712065,0.285452545264137,1.02317755263015,0.174118794494307,0.362659766180971,-0.866879374148503,-0.213643909184619,0.451326161146333,1.01524644118731,"Star 1to1 Day 18","Star 1to1"
"Star",1,20,-1.23014457968657,-0.613026432921904,-1.37165800540003,0.0450028526059297,0.765750702504315,-0.0454077824956508,-0.0117654465632289,-0.00163451362357085,-0.259004752961051,-0.722868367840564,-0.67325536616702,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,-1.37099299207618,2.37627075967753,-1.13924841925364,-0.193646039928945,0.647049661958945,-0.213100362295151,-0.221046251748741,2.74066341368777,-0.346330686907991,-0.794502651805966,-0.708629704146133,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,-0.849822297670044,1.38295009799861,-1.20799937390519,-0.381443767076403,-0.0311386001813685,-0.244872682795228,-0.207053890857262,1.64092162877201,-0.417773442248844,-0.409383757696674,-0.228214902240824,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,-1.40616563446783,-1.26366057306725,-1.30557284730819,-0.521134405214855,0.186721236429341,-0.370925284851727,-0.392668604164595,-0.953558129637232,-0.38375280941652,-0.66687925551674,-0.569590469458592,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,-1.51882594938349,-1.12297880471309,-1.17837895748814,-0.486147431390123,-0.0921779563967722,-0.323612364082881,-0.298695217436639,1.64874582027487,-0.050337988305126,-0.0583364468595463,0.268381925556602,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.177510869388714,1.51401742756458,-0.889271990758622,0.313665080529668,0.765750702504315,0.307255376166835,0.276978148870187,1.64874582027487,-0.050337988305126,-0.0583364468595463,0.268381925556602,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,-1.26967105327928,1.78655344984758,-1.0235450741749,0.369146874805652,0.0598172784479086,0.6147077706132,0.589733326574166,1.96270257629612,0.026508145239748,-0.757031662615372,-0.781150726645469,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,-0.315800566758062,1.72597296623567,-0.740866707560434,0.221481264692445,0.493365591171546,0.293528965799733,0.265145102931097,2.08581549146231,-0.156942854464078,-0.385979590254096,-0.222886278653175,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.290223798578713,-0.099621747796873,0.443116862123071,-0.139450531455341,0.684445314976287,-0.210892617970372,-0.139424146548449,2.08581549146231,-0.156942854464078,-0.385979590254096,-0.222886278653175,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.408171848064852,-0.636443778881253,1.02446796553195,-0.120241996806468,0.765750702504315,-0.243528838423623,-0.173886813188572,0.113787073669051,-0.395093020360628,-0.11325187590104,0.207535222299947,"Star 1to1 Day 20","Star 1to1"
